0
//Stage      Monster      MapNumber      Range      PositionX      PositionY      Direction      Comment
1            290          09             30         134            175            *              //Lizard Warrior
1            290          09             30         131            174            *              //Lizard Warrior
1            290          09             30         145            158            *              //Lizard Warrior
1            290          09             30         142            176            *              //Lizard Warrior
1            290          09             30         148            178            *              //Lizard Warrior
1            290          09             30         136            177            *              //Lizard Warrior
1            290          09             30         136            178            *              //Lizard Warrior
1            290          09             30         126            181            *              //Lizard Warrior
1            290          09             30         143            155            *              //Lizard Warrior
1            290          09             30         138            157            *              //Lizard Warrior
1            290          09             30         133            170            *              //Lizard Warrior
1            290          09             30         123            155            *              //Lizard Warrior
1            290          09             30         140            179            *              //Lizard Warrior
1            294          09             30         144            181            *              //Ax Warrior
1            294          09             30         145            160            *              //Ax Warrior
1            294          09             30         148            168            *              //Ax Warrior
1            294          09             30         148            173            *              //Ax Warrior
1            294          09             30         141            154            *              //Ax Warrior
1            294          09             30         141            171            *              //Ax Warrior
1            294          09             30         139            177            *              //Ax Warrior
1            294          09             30         136            180            *              //Ax Warrior
1            294          09             30         130            181            *              //Ax Warrior
1            294          09             30         141            162            *              //Ax Warrior
1            294          09             30         150            168            *              //Ax Warrior
1            294          09             30         129            164            *              //Ax Warrior
1            294          09             30         146            169            *              //Ax Warrior
1            294          09             30         129            167            *              //Ax Warrior
1            294          09             30         123            179            *              //Ax Warrior
2            061          09             30         132            168            *              //Beam Knight
2            061          09             30         139            162            *              //Beam Knight
2            061          09             30         139            165            *              //Beam Knight
2            061          09             30         133            166            *              //Beam Knight
2            061          09             30         135            174            *              //Beam Knight
2            061          09             30         126            163            *              //Beam Knight
2            061          09             30         143            154            *              //Beam Knight
2            061          09             30         144            177            *              //Beam Knight
2            061          09             30         134            158            *              //Beam Knight
2            061          09             30         138            162            *              //Beam Knight
2            070          09             30         123            154            *              //Queen Rainier
2            070          09             30         125            172            *              //Queen Rainier
2            070          09             30         143            166            *              //Queen Rainier
2            070          09             30         126            162            *              //Queen Rainier
2            070          09             30         139            162            *              //Queen Rainier
2            070          09             30         132            170            *              //Queen Rainier
2            070          09             30         146            161            *              //Queen Rainier
2            070          09             30         126            164            *              //Queen Rainier
2            070          09             30         142            174            *              //Queen Rainier
2            070          09             30         132            158            *              //Queen Rainier
3            063          09             30         134            168            *              //Death Beam Knight
3            063          09             30         126            179            *              //Death Beam Knight
3            063          09             30         134            156            *              //Death Beam Knight
3            063          09             30         134            177            *              //Death Beam Knight
3            063          09             30         135            172            *              //Death Beam Knight
3            063          09             30         124            158            *              //Death Beam Knight
3            063          09             30         128            166            *              //Death Beam Knight
3            063          09             30         150            173            *              //Death Beam Knight
3            063          09             30         142            162            *              //Death Beam Knight
3            063          09             30         141            178            *              //Death Beam Knight
end

2
//Stage      Monster      MapNumber      Range      PositionX      PositionY      Direction      Comment
0            060          09             30         065            150            *              //Bloody wolf
0            060          09             30         054            140            *              //Bloody wolf
0            060          09             30         065            160            *              //Bloody wolf
0            060          09             30         061            145            *              //Bloody wolf
0            060          09             30         056            141            *              //Bloody wolf
0            060          09             30         076            145            *              //Bloody wolf
0            060          09             30         058            154            *              //Bloody wolf
0            060          09             30         069            156            *              //Bloody wolf
0            060          09             30         064            167            *              //Bloody wolf
0            060          09             30         076            160            *              //Bloody wolf
0            060          09             30         057            147            *              //Bloody wolf
0            060          09             30         074            156            *              //Bloody wolf
0            060          09             30         078            155            *              //Bloody wolf
0            060          09             30         064            153            *              //Bloody wolf
0            060          09             30         058            161            *              //Bloody wolf
0            060          09             30         078            159            *              //Bloody wolf
0            060          09             30         060            167            *              //Bloody wolf
0            060          09             30         052            144            *              //Bloody wolf
0            060          09             30         059            148            *              //Bloody wolf
0            060          09             30         051            158            *              //Bloody wolf
0            032          09             30         075            154            *              //Stone Golem
0            032          09             30         059            163            *              //Stone Golem
0            032          09             30         077            152            *              //Stone Golem
0            032          09             30         063            145            *              //Stone Golem
0            032          09             30         071            162            *              //Stone Golem
0            032          09             30         074            160            *              //Stone Golem
0            032          09             30         073            167            *              //Stone Golem
0            032          09             30         057            143            *              //Stone Golem
0            032          09             30         071            155            *              //Stone Golem
0            032          09             30         065            152            *              //Stone Golem
0            032          09             30         072            161            *              //Stone Golem
0            032          09             30         058            155            *              //Stone Golem
0            032          09             30         058            142            *              //Stone Golem
0            032          09             30         064            153            *              //Stone Golem
0            032          09             30         051            142            *              //Stone Golem
0            032          09             30         069            158            *              //Stone Golem
0            032          09             30         071            166            *              //Stone Golem
0            032          09             30         075            149            *              //Stone Golem
0            032          09             30         075            143            *              //Stone Golem
0            032          09             30         075            158            *              //Stone Golem
1            057          09             30         078            166            *              //Iron Wheel
1            057          09             30         078            148            *              //Iron Wheel
1            057          09             30         062            161            *              //Iron Wheel
1            057          09             30         059            160            *              //Iron Wheel
1            057          09             30         073            144            *              //Iron Wheel
1            057          09             30         070            162            *              //Iron Wheel
1            057          09             30         076            164            *              //Iron Wheel
1            057          09             30         064            163            *              //Iron Wheel
1            057          09             30         064            164            *              //Iron Wheel
1            057          09             30         054            167            *              //Iron Wheel
1            057          09             30         071            141            *              //Iron Wheel
1            057          09             30         066            143            *              //Iron Wheel
1            057          09             30         061            156            *              //Iron Wheel
1            057          09             30         051            141            *              //Iron Wheel
1            057          09             30         068            165            *              //Iron Wheel
1            058          09             30         072            167            *              //Tantalos
1            058          09             30         073            146            *              //Tantalos
1            058          09             30         076            154            *              //Tantalos
1            058          09             30         076            159            *              //Tantalos
1            058          09             30         069            140            *              //Tantalos
1            058          09             30         069            157            *              //Tantalos
1            058          09             30         067            163            *              //Tantalos
1            058          09             30         064            166            *              //Tantalos
1            058          09             30         058            167            *              //Tantalos
1            058          09             30         069            148            *              //Tantalos
1            058          09             30         078            154            *              //Tantalos
1            058          09             30         057            150            *              //Tantalos
1            058          09             30         074            155            *              //Tantalos
1            058          09             30         057            153            *              //Tantalos
1            058          09             30         051            165            *              //Tantalos
2            292          09             30         060            154            *              //Queen Bee
2            292          09             30         067            148            *              //Queen Bee
2            292          09             30         067            151            *              //Queen Bee
2            292          09             30         061            152            *              //Queen Bee
2            292          09             30         063            160            *              //Queen Bee
2            292          09             30         054            149            *              //Queen Bee
2            292          09             30         071            140            *              //Queen Bee
2            292          09             30         072            163            *              //Queen Bee
2            292          09             30         062            144            *              //Queen Bee
2            292          09             30         066            148            *              //Queen Bee
2            293          09             30         051            140            *              //Poison Golem
2            293          09             30         053            158            *              //Poison Golem
2            293          09             30         071            152            *              //Poison Golem
2            293          09             30         054            148            *              //Poison Golem
2            293          09             30         067            148            *              //Poison Golem
2            293          09             30         060            156            *              //Poison Golem
2            293          09             30         074            147            *              //Poison Golem
2            293          09             30         054            150            *              //Poison Golem
2            293          09             30         070            160            *              //Poison Golem
2            293          09             30         060            144            *              //Poison Golem
3            291          09             30         062            154            *              //Fire Golem
3            291          09             30         054            165            *              //Fire Golem
3            291          09             30         062            142            *              //Fire Golem
3            291          09             30         062            163            *              //Fire Golem
3            291          09             30         063            158            *              //Fire Golem
3            291          09             30         052            144            *              //Fire Golem
3            291          09             30         056            152            *              //Fire Golem
3            291          09             30         078            159            *              //Fire Golem
3            291          09             30         070            148            *              //Fire Golem
3            291          09             30         069            164            *              //Fire Golem
end

3
//Stage      Monster      MapNumber      Range      PositionX      PositionY      Direction      Comment
0            069          09             30         069            086            *              //Alquamos
0            069          09             30         058            076            *              //Alquamos
0            069          09             30         069            096            *              //Alquamos
0            069          09             30         065            081            *              //Alquamos
0            069          09             30         060            077            *              //Alquamos
0            069          09             30         080            081            *              //Alquamos
0            069          09             30         062            090            *              //Alquamos
0            069          09             30         073            092            *              //Alquamos
0            069          09             30         068            103            *              //Alquamos
0            069          09             30         080            096            *              //Alquamos
0            069          09             30         061            083            *              //Alquamos
0            069          09             30         078            092            *              //Alquamos
0            069          09             30         082            091            *              //Alquamos
0            069          09             30         068            089            *              //Alquamos
0            069          09             30         062            097            *              //Alquamos
0            069          09             30         082            095            *              //Alquamos
0            069          09             30         064            103            *              //Alquamos
0            069          09             30         056            080            *              //Alquamos
0            069          09             30         063            084            *              //Alquamos
0            069          09             30         055            094            *              //Alquamos
0            071          09             30         079            090            *              //Mega Crust
0            071          09             30         063            099            *              //Mega Crust
0            071          09             30         081            088            *              //Mega Crust
0            071          09             30         067            081            *              //Mega Crust
0            071          09             30         075            098            *              //Mega Crust
0            071          09             30         078            096            *              //Mega Crust
0            071          09             30         077            103            *              //Mega Crust
0            071          09             30         061            079            *              //Mega Crust
0            071          09             30         075            091            *              //Mega Crust
0            071          09             30         069            088            *              //Mega Crust
0            071          09             30         076            097            *              //Mega Crust
0            071          09             30         062            091            *              //Mega Crust
0            071          09             30         062            078            *              //Mega Crust
0            071          09             30         068            089            *              //Mega Crust
0            071          09             30         055            078            *              //Mega Crust
0            071          09             30         073            094            *              //Mega Crust
0            071          09             30         075            102            *              //Mega Crust
0            071          09             30         079            085            *              //Mega Crust
0            071          09             30         079            079            *              //Mega Crust
0            071          09             30         079            094            *              //Mega Crust
1            073          09             30         082            102            *              //Drakan
1            073          09             30         082            084            *              //Drakan
1            073          09             30         066            097            *              //Drakan
1            073          09             30         063            096            *              //Drakan
1            073          09             30         077            080            *              //Drakan
1            073          09             30         074            098            *              //Drakan
1            073          09             30         080            100            *              //Drakan
1            073          09             30         068            099            *              //Drakan
1            073          09             30         068            100            *              //Drakan
1            073          09             30         058            103            *              //Drakan
1            073          09             30         075            077            *              //Drakan
1            073          09             30         070            079            *              //Drakan
1            073          09             30         065            092            *              //Drakan
1            073          09             30         055            077            *              //Drakan
1            073          09             30         072            101            *              //Drakan
1            074          09             30         076            103            *              //Alpha Crust
1            074          09             30         077            082            *              //Alpha Crust
1            074          09             30         080            090            *              //Alpha Crust
1            074          09             30         080            095            *              //Alpha Crust
1            074          09             30         073            076            *              //Alpha Crust
1            074          09             30         073            093            *              //Alpha Crust
1            074          09             30         071            099            *              //Alpha Crust
1            074          09             30         068            102            *              //Alpha Crust
1            074          09             30         062            103            *              //Alpha Crust
1            074          09             30         073            084            *              //Alpha Crust
1            074          09             30         082            090            *              //Alpha Crust
1            074          09             30         061            086            *              //Alpha Crust
1            074          09             30         078            091            *              //Alpha Crust
1            074          09             30         061            089            *              //Alpha Crust
1            074          09             30         055            101            *              //Alpha Crust
2            072          09             30         064            090            *              //Phantom Knight
2            072          09             30         071            084            *              //Phantom Knight
2            072          09             30         071            087            *              //Phantom Knight
2            072          09             30         065            088            *              //Phantom Knight
2            072          09             30         067            096            *              //Phantom Knight
2            072          09             30         058            085            *              //Phantom Knight
2            072          09             30         075            076            *              //Phantom Knight
2            072          09             30         076            099            *              //Phantom Knight
2            072          09             30         066            080            *              //Phantom Knight
2            072          09             30         070            084            *              //Phantom Knight
2            075          09             30         055            076            *              //Great Drakan
2            075          09             30         057            094            *              //Great Drakan
2            075          09             30         075            088            *              //Great Drakan
2            075          09             30         058            084            *              //Great Drakan
2            075          09             30         071            084            *              //Great Drakan
2            075          09             30         064            092            *              //Great Drakan
2            075          09             30         078            083            *              //Great Drakan
2            075          09             30         058            086            *              //Great Drakan
2            075          09             30         074            096            *              //Great Drakan
2            075          09             30         064            080            *              //Great Drakan
3            077          09             30         066            090            *              //Phoenix of Darkness
3            077          09             30         058            101            *              //Phoenix of Darkness
3            077          09             30         066            078            *              //Phoenix of Darkness
3            077          09             30         066            099            *              //Phoenix of Darkness
3            077          09             30         067            094            *              //Phoenix of Darkness
3            077          09             30         056            080            *              //Phoenix of Darkness
3            077          09             30         060            088            *              //Phoenix of Darkness
3            077          09             30         082            095            *              //Phoenix of Darkness
3            077          09             30         074            084            *              //Phoenix of Darkness
3            077          09             30         073            100            *              //Phoenix of Darkness
end

4
//Stage      Monster      MapNumber      Range      PositionX      PositionY      Direction      Comment
0            434          32             30         136            092            *              //Gigantis
0            434          32             30         125            082            *              //Gigantis
0            434          32             30         136            102            *              //Gigantis
0            434          32             30         132            087            *              //Gigantis
0            434          32             30         127            083            *              //Gigantis
0            434          32             30         147            087            *              //Gigantis
0            434          32             30         129            096            *              //Gigantis
0            434          32             30         140            098            *              //Gigantis
0            434          32             30         135            109            *              //Gigantis
0            434          32             30         147            102            *              //Gigantis
0            434          32             30         128            089            *              //Gigantis
0            434          32             30         145            098            *              //Gigantis
0            434          32             30         149            097            *              //Gigantis
0            434          32             30         135            095            *              //Gigantis
0            434          32             30         129            103            *              //Gigantis
0            434          32             30         149            101            *              //Gigantis
0            434          32             30         131            109            *              //Gigantis
0            434          32             30         123            086            *              //Gigantis
0            434          32             30         130            090            *              //Gigantis
0            434          32             30         122            100            *              //Gigantis
0            435          32             30         146            096            *              //Berserker
0            435          32             30         130            105            *              //Berserker
0            435          32             30         148            094            *              //Berserker
0            435          32             30         134            087            *              //Berserker
0            435          32             30         142            104            *              //Berserker
0            435          32             30         145            102            *              //Berserker
0            435          32             30         144            109            *              //Berserker
0            435          32             30         128            085            *              //Berserker
0            435          32             30         142            097            *              //Berserker
0            435          32             30         136            094            *              //Berserker
0            435          32             30         143            103            *              //Berserker
0            435          32             30         129            097            *              //Berserker
0            435          32             30         129            084            *              //Berserker
0            435          32             30         135            095            *              //Berserker
0            435          32             30         122            084            *              //Berserker
0            435          32             30         140            100            *              //Berserker
0            435          32             30         142            108            *              //Berserker
0            435          32             30         146            091            *              //Berserker
0            435          32             30         146            085            *              //Berserker
0            435          32             30         146            100            *              //Berserker
1            436          32             30         149            108            *              //Balram (Trainee Soldier)
1            436          32             30         149            090            *              //Balram (Trainee Soldier)
1            436          32             30         133            103            *              //Balram (Trainee Soldier)
1            436          32             30         130            102            *              //Balram (Trainee Soldier)
1            436          32             30         144            086            *              //Balram (Trainee Soldier)
1            436          32             30         141            104            *              //Balram (Trainee Soldier)
1            436          32             30         147            106            *              //Balram (Trainee Soldier)
1            436          32             30         135            105            *              //Balram (Trainee Soldier)
1            436          32             30         135            106            *              //Balram (Trainee Soldier)
1            436          32             30         125            109            *              //Balram (Trainee Soldier)
1            436          32             30         142            083            *              //Balram (Trainee Soldier)
1            436          32             30         137            085            *              //Balram (Trainee Soldier)
1            436          32             30         132            098            *              //Balram (Trainee Soldier)
1            436          32             30         122            083            *              //Balram (Trainee Soldier)
1            436          32             30         139            107            *              //Balram (Trainee Soldier)
1            437          32             30         143            109            *              //Soram (Trainee Soldier)
1            437          32             30         144            088            *              //Soram (Trainee Soldier)
1            437          32             30         147            096            *              //Soram (Trainee Soldier)
1            437          32             30         147            101            *              //Soram (Trainee Soldier)
1            437          32             30         140            082            *              //Soram (Trainee Soldier)
1            437          32             30         140            099            *              //Soram (Trainee Soldier)
1            437          32             30         138            105            *              //Soram (Trainee Soldier)
1            437          32             30         135            108            *              //Soram (Trainee Soldier)
1            437          32             30         129            109            *              //Soram (Trainee Soldier)
1            437          32             30         140            090            *              //Soram (Trainee Soldier)
1            437          32             30         149            096            *              //Soram (Trainee Soldier)
1            437          32             30         128            092            *              //Soram (Trainee Soldier)
1            437          32             30         145            097            *              //Soram (Trainee Soldier)
1            437          32             30         128            095            *              //Soram (Trainee Soldier)
1            437          32             30         122            107            *              //Soram (Trainee Soldier)
2            438          32             30         131            096            *              //Persona
2            438          32             30         138            090            *              //Persona
2            438          32             30         138            093            *              //Persona
2            438          32             30         132            094            *              //Persona
2            438          32             30         134            102            *              //Persona
2            438          32             30         125            091            *              //Persona
2            438          32             30         142            082            *              //Persona
2            438          32             30         143            105            *              //Persona
2            438          32             30         133            086            *              //Persona
2            438          32             30         137            090            *              //Persona
2            439          32             30         122            082            *              //Dreadfear
2            439          32             30         124            100            *              //Dreadfear
2            439          32             30         142            094            *              //Dreadfear
2            439          32             30         125            090            *              //Dreadfear
2            439          32             30         138            090            *              //Dreadfear
2            439          32             30         131            098            *              //Dreadfear
2            439          32             30         145            089            *              //Dreadfear
2            439          32             30         125            092            *              //Dreadfear
2            439          32             30         141            102            *              //Dreadfear
2            439          32             30         131            086            *              //Dreadfear
3            440          32             30         133            096            *              //Dark Elf
3            440          32             30         125            107            *              //Dark Elf
3            440          32             30         133            084            *              //Dark Elf
3            440          32             30         133            105            *              //Dark Elf
3            440          32             30         134            100            *              //Dark Elf
3            440          32             30         123            086            *              //Dark Elf
3            440          32             30         127            094            *              //Dark Elf
3            440          32             30         149            101            *              //Dark Elf
3            440          32             30         141            090            *              //Dark Elf
3            440          32             30         140            106            *              //Dark Elf
end

5
//Stage      Monster      MapNumber      Range      PositionX      PositionY      Direction      Comment
0            549          32             30         138            164            *              //Bloody Orc
0            549          32             30         127            154            *              //Bloody Orc
0            549          32             30         138            174            *              //Bloody Orc
0            549          32             30         134            159            *              //Bloody Orc
0            549          32             30         129            155            *              //Bloody Orc
0            549          32             30         149            159            *              //Bloody Orc
0            549          32             30         131            168            *              //Bloody Orc
0            549          32             30         142            170            *              //Bloody Orc
0            549          32             30         137            181            *              //Bloody Orc
0            549          32             30         149            174            *              //Bloody Orc
0            549          32             30         130            161            *              //Bloody Orc
0            549          32             30         147            170            *              //Bloody Orc
0            549          32             30         151            169            *              //Bloody Orc
0            549          32             30         137            167            *              //Bloody Orc
0            549          32             30         131            175            *              //Bloody Orc
0            549          32             30         151            173            *              //Bloody Orc
0            549          32             30         133            181            *              //Bloody Orc
0            549          32             30         125            158            *              //Bloody Orc
0            549          32             30         132            162            *              //Bloody Orc
0            549          32             30         124            172            *              //Bloody Orc
0            550          32             30         148            168            *              //Bloody Death Rider
0            550          32             30         132            177            *              //Bloody Death Rider
0            550          32             30         150            166            *              //Bloody Death Rider
0            550          32             30         136            159            *              //Bloody Death Rider
0            550          32             30         144            176            *              //Bloody Death Rider
0            550          32             30         147            174            *              //Bloody Death Rider
0            550          32             30         146            181            *              //Bloody Death Rider
0            550          32             30         130            157            *              //Bloody Death Rider
0            550          32             30         144            169            *              //Bloody Death Rider
0            550          32             30         138            166            *              //Bloody Death Rider
0            550          32             30         145            175            *              //Bloody Death Rider
0            550          32             30         131            169            *              //Bloody Death Rider
0            550          32             30         131            156            *              //Bloody Death Rider
0            550          32             30         137            167            *              //Bloody Death Rider
0            550          32             30         124            156            *              //Bloody Death Rider
0            550          32             30         142            172            *              //Bloody Death Rider
0            550          32             30         144            180            *              //Bloody Death Rider
0            550          32             30         148            163            *              //Bloody Death Rider
0            550          32             30         148            157            *              //Bloody Death Rider
0            550          32             30         148            172            *              //Bloody Death Rider
1            551          32             30         151            180            *              //Bloody Golem
1            551          32             30         151            162            *              //Bloody Golem
1            551          32             30         135            175            *              //Bloody Golem
1            551          32             30         132            174            *              //Bloody Golem
1            551          32             30         146            158            *              //Bloody Golem
1            551          32             30         143            176            *              //Bloody Golem
1            551          32             30         149            178            *              //Bloody Golem
1            551          32             30         137            177            *              //Bloody Golem
1            551          32             30         137            178            *              //Bloody Golem
1            551          32             30         127            181            *              //Bloody Golem
1            551          32             30         144            155            *              //Bloody Golem
1            551          32             30         139            157            *              //Bloody Golem
1            551          32             30         134            170            *              //Bloody Golem
1            551          32             30         124            155            *              //Bloody Golem
1            551          32             30         141            179            *              //Bloody Golem
1            552          32             30         145            181            *              //Bloody Witch Queen
1            552          32             30         146            160            *              //Bloody Witch Queen
1            552          32             30         149            168            *              //Bloody Witch Queen
1            552          32             30         149            173            *              //Bloody Witch Queen
1            552          32             30         142            154            *              //Bloody Witch Queen
1            552          32             30         142            171            *              //Bloody Witch Queen
1            552          32             30         140            177            *              //Bloody Witch Queen
1            552          32             30         137            180            *              //Bloody Witch Queen
1            552          32             30         131            181            *              //Bloody Witch Queen
1            552          32             30         142            162            *              //Bloody Witch Queen
1            552          32             30         151            168            *              //Bloody Witch Queen
1            552          32             30         130            164            *              //Bloody Witch Queen
1            552          32             30         147            169            *              //Bloody Witch Queen
1            552          32             30         130            167            *              //Bloody Witch Queen
1            552          32             30         124            179            *              //Bloody Witch Queen
2            553          32             30         133            168            *              //Berserker Warrior
2            553          32             30         140            162            *              //Berserker Warrior
2            553          32             30         140            165            *              //Berserker Warrior
2            553          32             30         134            166            *              //Berserker Warrior
2            553          32             30         136            174            *              //Berserker Warrior
2            553          32             30         127            163            *              //Berserker Warrior
2            553          32             30         144            154            *              //Berserker Warrior
2            553          32             30         145            177            *              //Berserker Warrior
2            553          32             30         135            158            *              //Berserker Warrior
2            553          32             30         139            162            *              //Berserker Warrior
2            555          32             30         124            154            *              //Gigantis Warrior
2            555          32             30         126            172            *              //Gigantis Warrior
2            555          32             30         144            166            *              //Gigantis Warrior
2            555          32             30         127            162            *              //Gigantis Warrior
2            555          32             30         140            162            *              //Gigantis Warrior
2            555          32             30         133            170            *              //Gigantis Warrior
2            555          32             30         147            161            *              //Gigantis Warrior
2            555          32             30         127            164            *              //Gigantis Warrior
2            555          32             30         143            174            *              //Gigantis Warrior
2            555          32             30         133            158            *              //Gigantis Warrior
3            558          32             30         135            168            *              //Ice Napin
3            558          32             30         127            179            *              //Ice Napin
3            558          32             30         135            156            *              //Ice Napin
3            558          32             30         135            177            *              //Ice Napin
3            558          32             30         136            172            *              //Ice Napin
3            558          32             30         125            158            *              //Ice Napin
3            558          32             30         129            166            *              //Ice Napin
3            558          32             30         151            173            *              //Ice Napin
3            558          32             30         143            162            *              //Ice Napin
3            558          32             30         142            178            *              //Ice Napin
end

6
//Stage      Monster      MapNumber      Range      PositionX      PositionY      Direction      Comment
0            574          32             30         065            150            *              //Crypos
0            574          32             30         054            140            *              //Crypos
